timestamp,open,high,low,close,volume
2024-09-30 19:00:00,232.7820,233.2000,232.7600,233.1001,228885
2024-09-30 18:00:00,232.8800,232.9800,232.7600,232.8000,42653
2024-09-30 17:00:00,232.8600,233.0000,229.2480,232.8600,1060238
2024-09-30 16:00:00,233.0000,233.2500,220.3100,232.8600,26489257
2024-09-30 15:00:00,231.7350,233.0000,231.0400,233.0000,10554085
2024-09-30 14:00:00,231.8250,231.9100,230.5500,231.7516,3421941
2024-09-30 13:00:00,231.7800,232.0399,231.3100,231.8400,2550516
2024-09-30 12:00:00,232.2500,232.5383,231.7400,231.7878,3087886
2024-09-30 11:00:00,231.6000,232.4300,231.3800,232.2500,4405794
2024-09-30 10:00:00,230.9250,231.7600,229.8300,231.6100,5140938
2024-09-30 09:00:00,230.3600,232.3500,229.1645,230.9250,7212591
2024-09-30 08:00:00,229.4000,230.4500,226.7900,230.3550,1326770
2024-09-30 07:00:00,229.8700,229.9200,229.0000,229.4400,169643
2024-09-30 06:00:00,230.1700,230.5500,229.8100,229.9000,35723
2024-09-30 05:00:00,229.0900,230.2200,229.0000,230.1300,76186
2024-09-30 04:00:00,227.7900,229.4000,227.2200,229.0800,88670
2024-09-27 19:00:00,227.5050,227.5500,227.1100,227.5000,28780
2024-09-27 18:00:00,227.6000,227.6000,227.4800,227.5050,4448
2024-09-27 17:00:00,227.5700,227.7900,216.7766,227.6000,63855
2024-09-27 16:00:00,227.8200,227.9700,227.4200,227.5700,16139186
2024-09-27 15:00:00,228.1200,228.1300,227.5500,227.8200,4674239
2024-09-27 14:00:00,228.3600,228.5200,227.5300,228.1066,2231623
2024-09-27 13:00:00,228.3400,228.6200,227.8100,228.3650,1910900
2024-09-27 12:00:00,227.5100,228.3400,227.4400,228.3300,2075938
2024-09-27 11:00:00,228.6400,228.7106,227.3000,227.5100,4385504
2024-09-27 10:00:00,228.8100,229.5200,228.5000,228.6400,4400190
2024-09-27 09:00:00,228.1100,229.5100,226.5000,228.8000,4237010
2024-09-27 08:00:00,226.6170,228.5000,226.2312,228.1100,144185
2024-09-27 07:00:00,227.6600,228.1200,227.6100,228.0800,18649
2024-09-27 06:00:00,228.0300,228.1500,227.4400,227.6200,15517
2024-09-27 05:00:00,227.2300,228.1400,227.0000,228.1000,33296
2024-09-27 04:00:00,227.6800,227.6800,226.1000,227.1700,34919
2024-09-26 19:00:00,228.2000,228.2300,228.0500,228.0600,24848
2024-09-26 18:00:00,227.9000,228.2500,227.5200,228.1500,74814
2024-09-26 17:00:00,227.8800,228.0000,212.6298,227.8100,46778
2024-09-26 16:00:00,227.5500,228.1100,226.3700,227.8800,15907286
2024-09-26 15:00:00,227.7800,227.8700,226.8500,227.5200,5143942
2024-09-26 14:00:00,227.1500,227.8500,226.9127,227.7800,2278514
2024-09-26 13:00:00,227.2400,227.4900,226.6600,227.1350,2241732
2024-09-26 12:00:00,227.6900,227.7000,226.9980,227.2567,1685153
2024-09-26 11:00:00,227.1900,227.9400,226.6800,227.7000,4106323
2024-09-26 10:00:00,226.5100,228.5000,226.0450,227.1700,5831300
2024-09-26 09:00:00,228.1200,228.4500,224.8900,226.5200,5330563
2024-09-26 08:00:00,227.6667,228.4433,226.3700,228.0400,278317
2024-09-26 07:00:00,228.1400,228.2500,227.6100,227.8100,81733
2024-09-26 06:00:00,228.1200,228.4000,227.9100,228.2500,42479
2024-09-26 05:00:00,228.0200,228.4600,227.9900,228.1200,44153
2024-09-26 04:00:00,227.4000,228.4300,226.6000,227.9900,58967
