timestamp,open,high,low,close,volume
2024-10-31 19:00:00,753.5300,754.9900,753.1600,753.5200,3059
2024-10-31 18:00:00,754.2300,755.0000,753.0300,754.0750,2430
2024-10-31 17:00:00,754.0000,756.0300,753.0001,754.2300,79873
2024-10-31 16:00:00,755.9200,756.7500,753.0000,754.5900,1244939
2024-10-31 15:00:00,756.1700,759.5900,755.8400,755.9200,494328
2024-10-31 14:00:00,754.6600,756.0300,754.0000,756.0300,222661
2024-10-31 13:00:00,754.2350,756.1300,753.5240,754.7700,212880
2024-10-31 12:00:00,759.3900,760.3950,754.0000,754.2350,269818
2024-10-31 11:00:00,755.6600,760.7899,753.6700,759.4500,385100
2024-10-31 10:00:00,754.5600,758.9450,753.6800,755.6500,314215
2024-10-31 09:00:00,751.7900,757.4900,751.1000,754.6392,337943
2024-10-31 08:00:00,751.7062,759.3088,741.0412,751.7900,3055
2024-10-31 07:00:00,751.8700,753.7000,751.5200,752.7400,1846
2024-10-31 06:00:00,751.5900,752.6400,750.7000,751.7300,276
2024-10-31 05:00:00,751.4300,751.5900,750.8300,751.5900,606
2024-10-31 04:00:00,754.2100,754.2100,750.3100,750.8400,1037
2024-10-30 19:00:00,755.0000,755.4900,752.5300,753.9400,1313
2024-10-30 18:00:00,753.5000,757.0000,752.2800,754.7000,5227
2024-10-30 17:00:00,754.5000,757.0000,752.0500,753.0200,5372
2024-10-30 16:00:00,753.7400,756.9037,752.0500,754.5000,567484
2024-10-30 15:00:00,755.7300,755.7850,753.2600,753.7300,315895
2024-10-30 14:00:00,756.3700,757.8800,754.6200,755.7300,148070
2024-10-30 13:00:00,757.4550,757.4550,754.9500,756.2800,174149
2024-10-30 12:00:00,758.2850,759.7900,757.0000,757.5571,120320
2024-10-30 11:00:00,753.8300,758.5300,752.2775,758.4688,210711
2024-10-30 10:00:00,754.8000,758.2000,753.0000,753.8300,197632
2024-10-30 09:00:00,758.7750,760.0000,753.6250,754.9000,182163
2024-10-30 08:00:00,760.8902,764.0188,757.5000,759.0900,3622
2024-10-30 07:00:00,762.3000,763.3000,759.4700,760.3600,2719
2024-10-30 06:00:00,762.4100,763.5200,760.9500,763.0000,827
2024-10-30 05:00:00,763.1000,763.4000,760.7100,762.1600,932
2024-10-30 04:00:00,760.5200,764.0000,759.0000,763.1000,2659
2024-10-29 19:00:00,759.6250,760.4000,759.1600,760.1250,2676
2024-10-29 18:00:00,759.4000,762.0000,759.0000,759.6250,1087
2024-10-29 17:00:00,759.2500,759.4400,729.4459,759.4400,13859
2024-10-29 16:00:00,759.2800,761.1500,729.4459,759.2400,1859651
2024-10-29 15:00:00,760.4450,761.8500,759.2800,759.2800,460683
2024-10-29 14:00:00,761.7450,762.0300,759.9201,760.4650,201212
2024-10-29 13:00:00,759.1100,763.8800,758.9240,761.8000,289077
2024-10-29 12:00:00,755.6500,760.5850,755.1600,758.9700,321208
2024-10-29 11:00:00,755.2900,756.1800,753.2200,755.6550,219493
2024-10-29 10:00:00,752.5600,756.4153,750.0800,755.6000,309746
2024-10-29 09:00:00,750.8000,755.7300,748.0100,752.0000,240905
2024-10-29 08:00:00,752.4388,752.4388,747.9412,750.8000,2515
2024-10-29 07:00:00,751.3000,751.3000,749.6000,750.0000,1553
2024-10-29 06:00:00,750.0100,752.0000,749.7000,751.3000,408
2024-10-29 05:00:00,750.3400,751.2800,749.7000,749.7400,206
2024-10-29 04:00:00,752.2000,752.3200,748.2000,750.8900,511
2024-10-28 19:00:00,749.4800,749.9900,748.8500,749.4200,651
2024-10-28 18:00:00,749.6000,749.8000,748.8500,749.5000,898
2024-10-28 17:00:00,749.5600,750.3000,360.8200,749.5800,620
2024-10-28 16:00:00,749.6000,752.0000,748.3100,749.1200,1305974
2024-10-28 15:00:00,750.0000,750.9999,747.8800,749.6000,456752
2024-10-28 14:00:00,751.1200,751.7700,749.8500,750.1500,212183
2024-10-28 13:00:00,750.7650,751.8900,750.2100,751.3150,102558
2024-10-28 12:00:00,751.8600,752.7200,750.6700,750.6700,143014
2024-10-28 11:00:00,752.8350,752.9700,750.0000,752.0000,227068
2024-10-28 10:00:00,752.9700,754.0600,750.6800,753.0000,292827
2024-10-28 09:00:00,759.3000,759.5900,749.9400,753.0700,283950
2024-10-28 08:00:00,759.2000,760.6688,730.2900,759.2300,7537
2024-10-28 07:00:00,759.0000,759.4400,758.5700,758.8700,2347
2024-10-28 06:00:00,759.3500,759.6500,758.0600,759.2800,427
2024-10-28 05:00:00,759.8000,760.0000,759.0000,759.3500,131
2024-10-28 04:00:00,756.1200,760.0000,754.7000,759.0900,1244
2024-10-25 19:00:00,754.8600,755.1500,754.0000,754.5200,1066
2024-10-25 18:00:00,755.0000,755.2000,754.6800,754.8300,483
2024-10-25 17:00:00,754.9250,757.8200,754.6800,755.1700,2824
2024-10-25 16:00:00,754.8500,758.0000,754.6700,754.9250,670144
2024-10-25 15:00:00,758.3100,758.5600,754.1200,754.8500,433440
2024-10-25 14:00:00,756.4200,758.9800,754.5100,758.3150,194107
2024-10-25 13:00:00,761.6200,761.6200,754.1201,756.2800,249383
2024-10-25 12:00:00,760.6900,762.1700,759.4100,761.6200,158542
2024-10-25 11:00:00,763.7400,764.6300,759.1400,760.6700,351123
2024-10-25 10:00:00,762.7000,768.5000,762.4500,763.8600,618142
2024-10-25 09:00:00,758.0900,762.7000,753.5300,762.7000,322770
2024-10-25 08:00:00,754.6112,758.4500,750.0957,758.1900,5713
2024-10-25 07:00:00,756.0100,756.5000,754.6000,756.3700,1292
2024-10-25 06:00:00,755.0100,756.7400,755.0100,756.0000,170
2024-10-25 05:00:00,756.7100,756.7100,755.1100,755.1100,112
2024-10-25 04:00:00,754.5400,757.4900,753.6100,756.0300,1195
2024-10-24 19:00:00,753.1400,753.4000,752.7500,753.2000,2003
2024-10-24 18:00:00,753.6900,754.5300,752.5000,753.1400,1822
2024-10-24 17:00:00,754.0500,754.5488,751.0000,753.6900,2811
2024-10-24 16:00:00,754.5400,755.7700,751.0000,754.0600,848568
2024-10-24 15:00:00,753.5600,755.8200,752.1600,754.5400,534561
2024-10-24 14:00:00,752.2700,754.4300,751.6600,753.6000,152947
2024-10-24 13:00:00,754.9450,755.1500,752.3500,752.3600,234060
2024-10-24 12:00:00,750.0000,754.9650,747.1801,754.9300,331973
2024-10-24 11:00:00,748.6800,749.9400,746.2500,749.8000,187370
2024-10-24 10:00:00,749.2700,752.4200,747.2000,748.4900,296445
2024-10-24 09:00:00,752.1900,753.6700,746.3750,749.2400,308979
2024-10-24 08:00:00,752.8217,755.3188,749.2100,752.3200,8988
2024-10-24 07:00:00,752.3400,752.9400,751.5000,752.2600,4279
2024-10-24 06:00:00,752.0100,752.9300,751.0000,751.8400,455
2024-10-24 05:00:00,752.9000,753.3000,751.0700,752.0100,523
2024-10-24 04:00:00,752.3400,755.2300,750.4500,752.1700,1673
2024-10-23 19:00:00,749.9000,750.7000,749.3200,750.4100,3154
2024-10-23 18:00:00,750.2400,750.7000,747.5300,749.5350,4973
2024-10-23 17:00:00,750.0900,750.8300,749.2900,750.3500,9356
2024-10-23 16:00:00,749.3000,750.7909,745.0300,750.0000,841352
2024-10-23 15:00:00,745.3400,749.7200,744.3000,749.3000,676574
2024-10-23 14:00:00,746.3500,746.7400,744.2600,745.3600,517608
2024-10-23 13:00:00,752.4000,752.4724,746.0600,746.3500,408803
2024-10-23 12:00:00,754.1500,754.7599,751.3600,752.4700,316609
2024-10-23 11:00:00,757.5400,758.0200,753.3000,754.3200,508647
2024-10-23 10:00:00,757.6300,759.9400,754.0200,757.6650,434800
2024-10-23 09:00:00,762.5500,770.6050,756.1500,757.5000,376716
2024-10-23 08:00:00,763.9697,765.4188,760.8412,762.5500,7831
2024-10-23 07:00:00,761.3000,763.9000,761.2000,763.6100,1998
2024-10-23 06:00:00,761.7400,762.0000,760.6000,761.3000,208
2024-10-23 05:00:00,762.2500,763.0100,761.5100,761.5100,279
2024-10-23 04:00:00,762.0000,762.8500,762.0000,762.2500,239
2024-10-22 19:00:00,762.8400,764.0000,762.2500,762.6000,4805
2024-10-22 18:00:00,763.3000,763.9900,762.7600,762.8800,3672
2024-10-22 17:00:00,763.4950,764.2400,762.7500,763.3000,2524
2024-10-22 16:00:00,764.1300,764.7000,762.7500,762.7500,534674
2024-10-22 15:00:00,764.4200,765.0850,762.4300,764.1500,424493
2024-10-22 14:00:00,767.2599,767.7000,764.1700,764.3400,211808
2024-10-22 13:00:00,764.4700,767.4470,762.0018,767.2600,398184
2024-10-22 12:00:00,765.9700,766.3800,761.1200,764.2500,399014
2024-10-22 11:00:00,767.1901,767.6200,765.0575,765.8850,255026
2024-10-22 10:00:00,767.5250,768.9500,764.9475,767.4800,374612
2024-10-22 09:00:00,767.6000,769.7000,763.1300,767.2200,561968
2024-10-22 08:00:00,771.7162,772.0700,766.0000,767.6000,19564
2024-10-22 07:00:00,768.3200,770.5600,767.6900,768.3000,8118
2024-10-22 06:00:00,768.3900,768.7100,766.0000,768.0800,2593
2024-10-22 05:00:00,768.2000,769.2000,767.3100,767.5100,1373
2024-10-22 04:00:00,771.0000,771.0000,768.2000,768.5000,424
2024-10-21 19:00:00,771.2900,771.3800,770.0200,770.7500,5444
2024-10-21 18:00:00,770.9800,771.5000,770.8100,771.3700,4161
2024-10-21 17:00:00,771.7500,771.8500,770.0000,771.0200,11671
2024-10-21 16:00:00,771.8910,772.4597,770.5000,771.7000,535063
2024-10-21 15:00:00,768.7300,772.2800,767.7150,771.8910,867984
2024-10-21 14:00:00,769.9800,772.0000,767.3501,768.7100,478931
2024-10-21 13:00:00,770.1200,771.8800,769.4501,769.8625,441858
2024-10-21 12:00:00,765.5400,773.0000,764.5619,770.1200,1146263
2024-10-21 11:00:00,762.5000,766.2458,756.6000,765.5800,686946
2024-10-21 10:00:00,760.0000,766.2703,757.5000,762.8600,828601
2024-10-21 09:00:00,767.6500,769.2800,672.0000,760.1200,1182117
2024-10-21 08:00:00,764.3512,767.9200,761.5000,767.5200,59060
2024-10-21 07:00:00,761.9900,763.3600,761.5600,762.2600,14015
2024-10-21 06:00:00,763.9700,763.9700,761.5000,761.6700,3850
2024-10-21 05:00:00,764.9700,765.2500,763.2500,763.6400,2059
2024-10-21 04:00:00,766.0000,766.0000,762.6200,764.9200,3329
2024-10-18 19:00:00,765.3100,766.9912,765.3100,766.5000,15058
2024-10-18 18:00:00,764.5200,766.1200,764.2500,765.6500,16696
2024-10-18 17:00:00,764.7250,764.9700,763.5300,764.5000,20618
2024-10-18 16:00:00,764.0988,764.9900,763.2789,764.6200,1526701
2024-10-18 15:00:00,763.9601,766.2810,761.5407,764.0899,2021843
2024-10-18 14:00:00,758.7100,764.6600,758.0000,763.9800,1188035
2024-10-18 13:00:00,754.3500,759.0200,753.4000,758.7100,1162699
2024-10-18 12:00:00,758.0400,758.2400,754.1900,754.3399,1049918
2024-10-18 11:00:00,761.3000,763.1100,756.2200,757.9650,1507430
2024-10-18 10:00:00,754.1200,763.4100,752.8300,761.0200,2996889
2024-10-18 09:00:00,732.6200,756.8999,731.7500,754.1300,4623144
2024-10-18 08:00:00,734.1300,734.8500,719.9900,732.6200,255305
2024-10-18 07:00:00,731.7700,734.8000,729.1500,734.0300,109839
2024-10-18 06:00:00,726.0000,732.5000,725.5600,732.0700,27750
2024-10-18 05:00:00,726.3800,728.5700,725.5200,725.6500,14046
2024-10-18 04:00:00,721.0100,729.4300,720.0100,726.3800,35381
2024-10-17 19:00:00,721.0000,722.5000,720.5000,722.4000,55478
2024-10-17 18:00:00,721.2100,721.5000,719.0000,720.9000,69538
2024-10-17 17:00:00,711.8000,723.8000,711.0200,721.3500,430556
2024-10-17 16:00:00,687.5700,724.9000,666.0000,711.8500,3114047
2024-10-17 15:00:00,689.5100,691.7000,687.2400,687.5900,1638761
2024-10-17 14:00:00,693.7900,694.2400,688.3100,689.5100,671609
2024-10-17 13:00:00,697.3700,698.8800,693.7700,693.9300,418110
2024-10-17 12:00:00,695.5700,698.0000,694.2600,697.3700,445553
2024-10-17 11:00:00,691.5000,696.3900,690.5000,695.5000,564815
2024-10-17 10:00:00,690.4000,694.3700,685.5700,691.5900,990181
2024-10-17 09:00:00,705.3000,707.0000,688.8000,690.0550,1005553
2024-10-17 08:00:00,704.5347,706.0000,700.7600,705.3000,26118
2024-10-17 07:00:00,705.6300,705.6300,704.1300,705.2300,7866
2024-10-17 06:00:00,704.7600,706.0000,704.3200,705.5000,652
2024-10-17 05:00:00,705.4800,706.0000,703.9000,704.7500,1896
2024-10-17 04:00:00,702.0000,705.5100,702.0000,705.3500,1667
2024-10-16 19:00:00,701.8500,702.2000,701.0100,701.6100,3955
2024-10-16 18:00:00,702.0000,702.4800,701.4300,701.8800,2679
2024-10-16 17:00:00,701.4950,702.1000,701.0000,702.0000,12044
2024-10-16 16:00:00,701.8800,702.4940,700.0000,701.8600,569262
2024-10-16 15:00:00,701.9700,703.3500,700.3350,702.0410,526115
2024-10-16 14:00:00,703.7400,704.1482,701.2500,701.9750,354829
2024-10-16 13:00:00,705.1400,705.5900,702.8100,703.7499,182992
2024-10-16 12:00:00,701.6650,705.1900,701.6650,705.0250,226814
2024-10-16 11:00:00,703.6600,705.4600,701.5267,701.7200,257566
2024-10-16 10:00:00,698.3600,704.4899,697.8200,703.4350,279214
2024-10-16 09:00:00,705.2200,707.7500,698.1000,698.6300,301197
2024-10-16 08:00:00,705.5000,709.0000,703.6812,705.1300,7713
2024-10-16 07:00:00,706.0500,707.1100,704.5000,706.4200,3614
2024-10-16 06:00:00,706.1300,706.4400,705.2300,706.0100,455
2024-10-16 05:00:00,706.1000,706.5800,705.3300,705.9500,196
2024-10-16 04:00:00,708.5000,708.5000,705.0200,706.1100,731
2024-10-15 19:00:00,706.1350,706.8900,706.0100,706.5000,2251
2024-10-15 18:00:00,705.7800,706.2600,705.3000,706.1500,1405
2024-10-15 17:00:00,706.0000,706.2600,705.2000,705.7800,12634
2024-10-15 16:00:00,706.0700,729.4459,665.7700,705.7500,828327
2024-10-15 15:00:00,707.1600,707.1600,703.8100,706.0700,618578
2024-10-15 14:00:00,708.5900,709.5591,707.2200,707.3000,225199
2024-10-15 13:00:00,708.7608,710.2400,707.7600,708.7289,146374
2024-10-15 12:00:00,706.1500,709.5700,705.8700,708.5900,217481
